,id,brand,name_korean,wish_count,review_count,change_percentage,change_value,highest_bid,last_sale_price,lowest_ask,market_price,pricepremium,pricepremium_percentage,total_sales,min_size,max_size,colorway,date_released,gender,local_price,local_price_currency,local_price_with_currency,name,original_price,original_price_currency,original_price_with_currency,style_code
190,54962,Nike,(GS) 나이키 덩크 하이 SE 애슬레틱 클럽 그레이 레드,282,7,0.970874,1000,96000,104000,99000,104000,-35000,-25.1799,76,225(3.5Y),250(7Y),White/Grey/Red,2022-03-18T00:00:00Z,kids,,KRW,,(GS) Nike Dunk High SE Athletic Club Grey Red,139000,KRW,"139,000원",DH9750-001
191,39114,Nike,나이키 덩크 하이 1985 SP 블랙 에시드 워시,1268,71,16.6667,16000,190000,112000,100000,112000,-47000,-29.5597,412,230,320,Lemon Drop/Black-Saturn Gold,2021-08-19T00:00:02Z,men,,KRW,,Nike Dunk High 1985 SP Black Acid Wash,159000,KRW,"159,000원",DD9404-700
192,29215,Nike,나이키 덩크 하이 베얼리 그린,3076,261,-20.6349,-39000,150000,150000,152000,150000,21000,16.2791,1814,230,320,Barely Green/Black-White,2021-03-09T00:00:01Z,men,,KRW,,Nike Dunk High Barely Green,129000,KRW,"129,000원",DD1398-300
193,53123,Nike,나이키 x 사이즈? 덩크 로우 다크 드리프트우드 포토 블루,536,43,-1.06667,-4000,375000,371000,355000,371000,197000,113.218,92,230,320,Dark Driftwood/Photo Blue/Rattan,2022-03-03T00:00:00Z,men,174800,KRW,"174,800원",Nike x Size? Dunk Low Dark Driftwood Photo Blue,110,GBP,￡110,DO6712-200
194,26259,Nike,나이키 덩크 하이 SP 퓨어 플래티넘,3839,176,12.5,20000,151000,180000,168000,180000,51000,39.5349,2060,225,320,White/Pure Platinum,2020-11-13T00:00:02Z,men,,KRW,,Nike Dunk High SP Pure Platinum,129000,KRW,"129,000원",CZ8149-101
195,25476,Nike,나이키 덩크 로우 SP 커뮤니티 가든,1960,252,6.06061,20000,313000,350000,335000,350000,231000,194.118,3647,220,320,MULTI-COLOR/MIDNIGHT TURQUOISE-CARDINAL RED-LEMON WASH,2020-09-10T00:00:00Z,men,,KRW,,Nike Dunk Low SP Community Garden,119000,KRW,"119,000원",CZ9747-900
196,30333,Nike,나이키 덩크 로우 SP 시티 마켓,1329,146,0.341297,1000,300000,294000,265000,294000,165000,127.907,1201,230,320,Multi-Color/Multi-Color,2021-03-04T00:00:00Z,men,,KRW,,Nike Dunk Low SP City Market,129000,KRW,"129,000원",DA6125-900
197,23498,Nike,나이키 x 트래비스 스캇 SB 덩크 로우,5500,1714,7.81659,179000,2550000,2469000,2300000,2469000,2290000,1279.33,2139,215,320,Black/Black-Parachute Beige-Petra Brown,2020-02-29T00:00:00Z,men,,KRW,,Nike x Travis Scott SB Dunk Low,179000,KRW,"179,000원",CT5053-001
198,51737,Nike,나이키 덩크 하이 1985 SP 옐로우 에시드 워시,336,11,0,0,95000,100000,87000,100000,-59000,-37.1069,48,230,320,Black/Yellow Strike,2022-02-23T00:00:00Z,men,,KRW,,Nike Dunk High 1985 SP Yellow Acid Wash,159000,KRW,"159,000원",DD9404-001
199,43893,Nike,(W) 나이키 덩크 하이 세일 검,2548,16,4.79042,8000,155000,175000,141000,175000,44800,34.4086,272,220,290,White/Sail-Gum Medium Brown,2021-10-09T00:00:00Z,women,130600,KRW,"130,600원",(W) Nike Dunk High Sail Gum,13200,JPY,"¥13,200",DD1869-109
200,43893,Nike,(W) 나이키 덩크 하이 세일 검,2548,16,4.79042,8000,155000,175000,141000,175000,44800,34.4086,272,220,290,White/Sail-Gum Medium Brown,2021-10-09T00:00:00Z,women,130600,KRW,"130,600원",(W) Nike Dunk High Sail Gum,13200,JPY,"¥13,200",DD1869-109
201,23211,Nike,나이키 x 오프화이트 덩크 로우 파인 그린,4475,1029,81.8182,900000,1360000,2000000,1180000,2000000,1781000,813.242,1035,215,320,White/Pine Green-White,2019-12-20T23:59:59Z,men,,KRW,,Nike x Off-White Dunk Low Pine Green,219000,KRW,"219,000원",CT0856-100
202,50691,Nike,(GS) 나이키 덩크 하이 화이트 미드나잇 네이비,480,5,0.704225,1000,120000,143000,113000,143000,30200,26.7731,41,225(3.5Y),250(7Y),White/Midnight Navy,2021-12-01T00:00:00Z,kids,113200,KRW,"113,200원",(GS) Nike Dunk High White Midnight Navy,90,USD,$90 ,DH9751-100
203,37818,Nike,나이키 SB 덩크 로우 프로 프리미엄 바르셀로나,885,48,5,10000,230000,210000,200000,210000,81000,62.7907,566,230,320,Navy/University Gold/Gym Red,2021-07-17T00:00:04Z,men,,KRW,,Nike SB Dunk Low Pro Premium Barcelona,129000,KRW,"129,000원",DJ0606-400
204,52019,Nike,나이키 덩크 하이 리 로우 코리앤더,313,18,50.3448,73000,162000,218000,120000,218000,43100,24.6427,55,230,320,Coriander/Medium Olive/Sail/Team Red,2022-02-18T00:00:00Z,men,174800,KRW,"174,800원",Nike Dunk High Re-Raw Coriander,110,GBP,￡110,DO6713-300
205,35734,Nike,나이키 덩크 로우 레트로 프리미엄 지브라,1548,52,12.2066,26000,185000,239000,183000,239000,110000,85.2713,704,230,320,Black/Pure Platinum/Anthracite,2021-06-05T00:00:00Z,men,,KRW,,Nike Dunk Low Retro PRM Zebra,129000,KRW,"129,000원",DH7913-001
206,53107,Nike,나이키 SB 덩크 하이 프로 QS 패스~포트,482,16,6.06061,10000,200000,175000,144000,175000,26000,17.4497,176,230,320,Carbon Green/Cider-Wheat Gold,2022-03-08T00:00:00Z,men,,KRW,,Nike SB Dunk High Pro QS Pass~Port,149000,KRW,"149,000원",DO6119-300
207,41946,Nike,(W) 나이키 덩크 로우 SE 프라이멀 화이트,1490,27,22.8571,24000,180000,129000,118000,129000,0,0,409,220,290,WHITE/MULTI-COLOR/WHITE,2021-11-07T00:00:00Z,women,,KRW,,(W) Nike Dunk Low SE Primal White,129000,KRW,"129,000원",DD7099-100
208,26176,Nike,나이키 덩크 로우 SP 베니어,2378,352,-16,-40000,260000,210000,284000,210000,91000,76.4706,3755,220,320,Veneer/Autumn Green-Deep Purple,2020-11-10T00:00:00Z,men,,KRW,,Nike Dunk Low SP Veneer,119000,KRW,"119,000원",DA1469-200
209,37463,Nike,나이키 SB 덩크 로우 프로 레드 플럼,789,39,-4.52261,-9000,195000,190000,205000,190000,61000,47.2868,616,230,320,Red Plum/Black/Taxi/Citron,2021-07-18T00:00:00Z,men,,KRW,,Nike SB Dunk Low Pro Red Plum,129000,KRW,"129,000원",BQ6817-501
210,28724,Nike,나이키 덩크 하이 레트로 프리미엄 다크 커리,860,54,6.06061,8000,180000,140000,130000,140000,1000,0.719424,592,230,320,VELVET BROWN/DARK RUSSET-DARK CURRY-SAIL,2021-01-28T00:00:00Z,men,,KRW,,Nike Dunk High Retro PRM Dark Curry,139000,KRW,"139,000원",DD1401-200
211,25645,Nike,나이키 덩크 하이 SP 스파르탄 그린,5197,490,11.5385,30000,270000,290000,290000,290000,161000,124.806,3040,220,320,White/Spartan Green,2020-09-23T00:00:00Z,men,,KRW,,Nike Dunk High SP Spartan Green,129000,KRW,"129,000원",CZ8149-100
212,23213,Nike,나이키 x 오프화이트 덩크 로우 유니버시티 레드,2056,531,1.47059,10000,700000,690000,690000,690000,471000,215.068,926,215,320,White/University Red-White,2019-12-20T23:59:59Z,men,,KRW,,Nike x Off-White Dunk Low University Red,219000,KRW,"219,000원",CT0856-600
213,46220,Nike,(GS) 나이키 덩크 로우 SE 넥스트 네이쳐 리프트블루,1916,24,2.22222,3000,114000,138000,123000,138000,29000,26.6055,739,225(3.5Y),250(7Y),Riftblue/Cave Purple-Grey Fog,2022-01-08T00:00:00Z,kids,,KRW,,(GS) Nike Dunk Low SE Next Nature Riftblue,109000,KRW,"109,000원",DC9561-400
214,30610,Nike,나이키 x 슈프림 SB 덩크 로우 블랙,1924,179,34.0244,279000,900000,1099000,870000,1099000,960000,690.647,728,230,320,White/Metallic Gold/Black,2021-03-04T00:00:05Z,men,138400,KRW,"138,400원",Nike x Supreme SB Dunk Low Black,110,USD,$110 ,DH3228-102
215,29072,Nike,나이키 SB 덩크 로우 프로 블루 칠,1729,72,7.35294,25000,354000,365000,304000,365000,246000,206.723,724,230,320,BLUE CHILL/SAFETY ORANGE-BLACK-WHITE,2021-03-03T00:00:00Z,men,,KRW,,Nike SB Dunk Low Pro Blue Chill,119000,KRW,"119,000원",BQ6817-401
216,33865,Nike,나이키 덩크 로우 레트로 프리미엄 치타,1580,86,1.36986,5000,320000,370000,310000,370000,241000,186.822,841,230,320,Beach/Baroque Brown/Canvas/Sail,2021-05-01T00:00:01Z,men,,KRW,,Nike Dunk Low Retro PRM Cheetah,129000,KRW,"129,000원",DH7913-200
217,32915,Nike,(W) 나이키 덩크 로우 포톤 더스트,14061,363,-34.375,-220000,416000,420000,400000,420000,301000,252.941,3273,220,290,White/Photon Dust/White,2021-04-16T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Photon Dust,119000,KRW,"119,000원",DD1503-103
218,55265,Nike,(GS) 나이키 x 카이리 덩크 로우 SE 발틱 블루,526,23,19.7183,28000,145000,170000,140000,170000,,,220,225(3.5Y),250(7Y),Baltic Blue/Baltic Blue/White,2022-03-01T00:00:00Z,kids,,KRW,,(GS) Nike x Kyrie Dunk Low SE Baltic Blue,,,,DN4179-400
219,28041,Nike,나이키 x 앰부쉬 덩크 하이 코스믹 푸시아,1542,176,48.9362,115000,300000,350000,200000,350000,131000,59.8174,1078,225,320,Active Fuchsia/Lethal Pink/Cosmic Fuchsia,2021-02-04T00:00:00Z,men,,KRW,,Nike x Ambush Dunk High Cosmic Fuchsia,219000,KRW,"219,000원",CU7544-600
220,53048,Nike,(GS) 나이키 덩크 하이 챔피언쉽 화이트 앤 레드,684,11,25.9259,35000,135000,170000,145000,170000,61000,55.9633,151,225(3.5Y),250(7Y),White/University Red,2022-04-15T00:00:00Z,kids,,KRW,,(GS) Nike Dunk High Championship White and Red,109000,KRW,"109,000원",DB2179-106
221,51738,Nike,나이키 덩크 하이 1985 SP 오렌지 에시드 워시,439,24,-12,-12000,156000,88000,97000,88000,-71000,-44.6541,86,230,320,Safety Orange/Team Orange,2022-02-23T00:00:00Z,men,,KRW,,Nike Dunk High 1985 SP Orange Acid Wash,159000,KRW,"159,000원",DD9404-800
222,41187,Nike,나이키 x 소셜 스테이터스 덩크 미드 프리 런치 스트로베리 밀크,969,41,0,0,255000,260000,230000,260000,93800,56.438,234,225,320,Light Soft Pink/Coconut Milk-Pink Glaze,2021-10-15T00:00:00Z,men,163500,KRW,"163,500원",Nike x Social Status Dunk Mid Free Lunch Strawberry Milk,130,USD,$130 ,DJ1173-600
223,39125,Nike,나이키 x 오프화이트 덩크 로우 더 50 - 로트 1,1884,120,-1.74545,-24000,1500000,1351000,1380000,1351000,1121800,489.442,446,230,320,WHITE/METALLIC SILVER-BUTTER,2021-08-02T00:00:00Z,men,226500,KRW,"226,500원",Nike x Off-White Dunk Low The 50 - Lot 1,180,USD,$180 ,DM1602-127
224,30612,Nike,나이키 x 슈프림 SB 덩크 로우 하이퍼 블루,1110,126,6.88836,58000,1000000,900000,835000,900000,761200,548.415,364,230,320,White/Metallic Gold/Hyper Blue,2021-03-04T00:00:05Z,men,138400,KRW,"138,400원",Nike x Supreme SB Dunk Low Hyper Blue,110,USD,$110 ,DH3228-100
225,23953,Nike,나이키 덩크 로우 SP 브라질 2020,2550,207,-37.931,-220000,520000,360000,380000,360000,241000,202.521,965,215,320,Varsity Maize/Pine Green-White​​​​​​​,2020-05-21T00:00:00Z,men,,KRW,,Nike Dunk Low SP Brazil 2020,119000,KRW,"119,000원",CU1727-700
226,44568,Nike,(W) 나이키 덩크 로우 골든 갤스 메탈릭 실버,1463,9,-8.75,-21000,200000,219000,220000,219000,78400,55.761,201,220,290,Silver/White-Black,2021-12-10T00:00:09Z,women,138400,KRW,"138,400원",(W) Nike Dunk Low Golden Gals Metallic Silver,110,USD,$110 ,DO5882-001
227,42752,Nike,(GS) 나이키 x NBA 덩크 로우 네츠,4384,47,-1.74672,-4000,215000,225000,226000,225000,126000,127.273,967,225(3.5Y),250(7Y),Blue Void/Grey Fog/White,2021-10-08T00:00:03Z,kids,,KRW,,(GS) Nike x NBA Dunk Low Nets,99000,KRW,"99,000원",DO6288-001
228,42962,Nike,(PS) 나이키 x NBA 덩크 로우 블랙 앤 칠리 레드,619,17,24.1667,29000,130000,149000,140000,149000,62900,73.0546,262,165,220,SAIL/BLACK-BLACK-CHILE RED,2021-10-08T00:00:00Z,kids,86400,KRW,"86,400원",(PS) Nike x NBA Dunk Low Black and Chile Red,64,EUR,€ 64,DC9564-100
229,36834,Nike,나이키 SB 덩크 하이 프로 메이즈 앤 블랙,1813,44,5.71429,10000,160000,185000,164000,185000,56000,43.4109,450,230,320,Varsity Maize/Black,2021-07-17T00:00:05Z,men,,KRW,,Nike SB Dunk High Pro Maize and Black,129000,KRW,"129,000원",DB1640-001
230,23998,Nike,나이키 덩크 로우 SP 챔프 컬러스,2601,131,29.386,67000,250000,295000,259000,295000,176000,147.899,1022,215,320,University Orange/Marine,2020-06-24T00:00:00Z,men,,KRW,,Nike Dunk Low SP Champ Colors,119000,KRW,"119,000원",CU1727-800
231,56399,Nike,나이키 덩크 하이 레트로 프리미엄 EMB 원 게임,143,13,-7.89474,-12000,151000,140000,105000,140000,-19000,-11.9497,27,230,320,Mantra Orange/Sail/Burnt Sunrise/Black,2022-04-02T00:00:00Z,men,,KRW,,Nike Dunk High Retro PRM EMB One Game,159000,KRW,"159,000원",DH8008-800
232,23446,Nike,나이키 x 스트레인지러브 SB 덩크 로우 핑크 (레귤러 박스),3411,404,13.8462,180000,1610000,1480000,1235000,1480000,1361000,1143.7,610,225,320,PINK/RED-WHITE,2020-02-08T00:56:00Z,men,,KRW,,Nike x StrangeLove SB Dunk Low Pink (Regular Box),119000,KRW,"119,000원",CT2552-800
233,45560,Nike,나이키 덩크 하이 레트로 SE 카모 블랙 로얄,476,8,4.21053,4000,87000,99000,99000,99000,-40000,-28.777,156,230,320,BLACK/HYPER ROYAL-BLACK-WHITE,2021-12-18T00:00:00Z,men,,KRW,,Nike Dunk High Retro SE Camo Black Royal,139000,KRW,"139,000원",DD3359-001
234,46943,Nike,나이키 덩크 스크랩 쿨 그레이,544,17,-16.6667,-20000,115000,100000,120000,100000,-29000,-22.4806,244,230,320,Cool Grey/Black-Anthracite,2021-12-16T00:00:02Z,men,,KRW,,Nike Dunk Scrap Cool Grey,129000,KRW,"129,000원",DB0500-001
235,32495,Nike,나이키 SB 덩크 로우 프로 위트 앤 퍼플,890,38,-8,-20000,225000,230000,235000,230000,101000,78.2946,568,230,320,Wheat/Light Fusion Red/Dark Purple,2021-04-03T00:00:00Z,men,,KRW,,Nike SB Dunk Low Pro Wheat and Purple,129000,KRW,"129,000원",BQ6817-700
236,32249,Nike,나이키 SB 덩크 로우 프로 셀라돈,1395,77,8.33333,20000,220000,260000,265000,260000,131000,101.55,664,230,320,Celadon/Coast/Concord/Black,2021-04-03T00:00:00Z,men,,KRW,,Nike SB Dunk Low Pro Celadon,129000,KRW,"129,000원",BQ6817-301
237,52241,Nike,(W) 나이키 덩크 하이 링 블링,474,8,20,29000,145000,174000,120000,174000,11900,7.34115,47,220,290,White/Grey-Metallic Teal,2022-02-18T00:00:00Z,women,162100,KRW,"162,100원",(W) Nike Dunk High Ring Bling,120,EUR,€ 120,DR7855-100
238,32274,Nike,나이키 덩크 로우 SE 프리.99 블랙,1004,116,-12.4294,-22000,160000,155000,150000,155000,26000,20.155,1101,240,320,Black/Dark Chocolate-Copa-Pink Foam,2021-05-07T00:00:00Z,men,,KRW,,Nike Dunk Low SE Free.99 Black,129000,KRW,"129,000원",DH0952-001
239,28044,Nike,나이키 SB 덩크 로우 프로 스트릿 호커,595,53,-22.5225,-125000,427000,430000,495000,430000,301000,233.333,387,225,320,Metallic Copper/Light Silver-Pueblo Brown-Metallic Silver,2021-01-09T00:00:00Z,men,,KRW,,Nike SB Dunk Low Pro Street Hawker,129000,KRW,"129,000원",CV1628-800
240,53933,Nike,나이키 덩크 로우 레트로 팀 레드,1048,5,-15.6,-39000,270000,211000,249000,211000,85600,68.2616,49,230,320,Team Red/Team Red-White,2022-03-10T00:00:00Z,men,125800,KRW,"125,800원",Nike Dunk Low Retro Team Red,100,USD,$100 ,DD1391-601
241,34060,Nike,(W) 나이키 덩크 로우 레이저 오렌지,5820,125,35,140000,352000,540000,340000,540000,421000,353.782,1086,220,290,Laser Orange/Laser Orange-Sail,2021-05-07T00:00:06Z,women,,KRW,,(W) Nike Dunk Low Laser Orange,119000,KRW,"119,000원",DD1503-800
242,25427,Nike,(W) 나이키 덩크 로우 디스럽트 짐레드,1870,57,12.5,25000,180000,225000,210000,225000,106000,89.0756,1099,215,290,SUMMIT WHITE/GYM RED-SUMMIT WHITE,2020-09-04T00:00:02Z,women,,KRW,,(W) Nike Dunk Low Disrupt Gym Red,119000,KRW,"119,000원",CK6654-101
243,41947,Nike,(W) 나이키 덩크 로우 SE 프라이멀 블랙,197,7,-16.2791,-14000,90000,72000,80000,72000,-57000,-44.186,60,220,290,Black/Multi-Color/Black,2021-11-07T00:00:00Z,women,,KRW,,(W) Nike Dunk Low SE Primal Black,129000,KRW,"129,000원",DD7099-001
244,37657,Nike,나이키 x FTC SB 덩크 로우 프로 QS 라군 펄스,746,37,-1.20482,-5000,386000,410000,369000,410000,228100,125.399,162,230,320,White/Lagoon Pulse-Metallic Silver-Speed Yellow,2021-07-09T00:00:00Z,men,182000,KRW,"182,000원",Nike x FTC SB Dunk Low Pro QS Lagoon Pulse,969,CNY,¥969,DH7687-400
245,36446,Nike,나이키 덩크 하이 SE 퍼스트 유즈 유니버시티 레드,534,29,-38.4615,-50000,100000,80000,95000,80000,,,141,240,320,UNIVERSITY RED/SAIL,2021-06-16T00:00:00Z,men,,KRW,,Nike Dunk High SE First Use University Red,,,,DH0960-600
246,23212,Nike,나이키 x 오프화이트 덩크 로우 유니버시티 골드 미드나잇 네이비,1967,686,2.62258,23000,777000,900000,809000,900000,681000,310.959,890,215,320,Midnight Navy/Varsity Maize,2019-12-20T23:59:59Z,men,,KRW,,Nike x Off-White Dunk Low University Gold Midnight Navy,219000,KRW,"219,000원",CT0856-700
247,55891,Nike,(W) 나이키 덩크 하이 싸이킥 퍼플,1184,5,-6.59341,-12000,190000,170000,170000,170000,31000,22.3022,82,220,290,White/Psychic Purple/White,2022-04-15T00:00:00Z,women,,KRW,,(W) Nike Dunk High Psychic Purple,139000,KRW,"139,000원",DD1869-112
248,43765,Nike,(W) 나이키 덩크 로우 넥스트 네이쳐 블랙,1562,7,-13.4783,-31000,205000,199000,180000,199000,56400,39.5512,99,220,290,White/Black,2021-10-11T00:00:00Z,women,143000,KRW,"143,000원",(W) Nike Dunk Low Next Nature Black,90,GBP,￡90,DD1873-102
249,39115,Nike,나이키 덩크 하이 1985 SP 레드 에시드 워시,337,38,15.3846,14000,81000,105000,97000,105000,-54000,-33.9623,140,230,320,University Red/Chile Red-Cave Stone,2021-08-19T00:00:02Z,men,,KRW,,Nike Dunk High 1985 SP Red Acid Wash,159000,KRW,"159,000원",DD9404-600
250,37860,Nike,(W) 나이키 덩크 로우 옐로우 스트라이크,1304,26,-28,-70000,144000,180000,197000,180000,33600,22.9508,196,220,290,YELLOW STRIKE/YELLOW STRIKE-WHITE,2021-07-22T00:00:00Z,women,148500,KRW,"148,500원",(W) Nike Dunk Low Yellow Strike,110,EUR,€ 110,DM9467-700
251,27733,Nike,나이키 x 보데가 덩크 하이 레전드,1263,54,-10.8635,-39000,330000,320000,325000,320000,168500,111.221,374,225,320,Fauna Brown/Rustic/Velvet Brown/Multi-Color,2020-12-31T00:00:00Z,men,151000,KRW,"151,000원",Nike x Bodega Dunk High Legend,120,USD,$120 ,CZ8125-200
252,40397,Nike,(W) 나이키 덩크 로우 보르도,5108,56,-3.0303,-10000,430000,320000,269000,320000,177600,124.719,873,220,290,Sail/Beetroot/Ivory,2021-09-03T00:00:04Z,women,143000,KRW,"143,000원",(W) Nike Dunk Low Bordeaux,90,GBP,￡90,DD1503-108
253,39174,Nike,나이키 x 오프화이트 덩크 로우 더 50 - 로트 50,1251,107,26.2105,249000,1051000,1199000,990000,1199000,973300,431.236,325,230,320,BLACK/METALLIC SILVER-BLACK,2021-08-02T00:00:00Z,men,226500,KRW,"226,500원",Nike x Off-White Dunk Low The 50 - Lot 50,180,USD,$180 ,DM1602-001
254,33868,Nike,(GS) 나이키 덩크 하이 블랙 앤 화이트,2718,52,0.456621,1000,144000,220000,200000,220000,111000,101.835,767,225(3.5Y),250(7Y),White/Black-University Red,2021-05-01T00:00:03Z,kids,,KRW,,(GS) Nike Dunk High Black and White,109000,KRW,"109,000원",DB2179-103
255,33800,Nike,(GS) 나이키 덩크 로우 유니버시티 블루,6185,182,-15.9555,-86000,430000,453000,430000,453000,354000,357.576,2063,225(3.5Y),250(7Y),White/University Blue-White,2021-04-28T00:00:00Z,kids,,KRW,,(GS) Nike Dunk Low University Blue,99000,KRW,"99,000원",CW1590-103
256,33157,Nike,나이키 SB 덩크 하이 프로 하와이,513,44,-21.2121,-70000,230000,260000,215000,260000,121000,87.0504,290,230,320,SAIL/BLUE-GREEN AQUA,2021-04-23T00:00:00Z,men,,KRW,,Nike SB Dunk High Pro Hawaii,139000,KRW,"139,000원",CZ2232-300
257,25966,Nike,나이키 x 슬램잼 덩크 하이 SP 클리어 블랙,2394,221,13.9241,55000,400000,450000,380000,450000,281000,166.272,652,220,320,White/Clear/Black,2020-10-30T00:00:00Z,men,,KRW,,Nike x Slam Jam Dunk High SP Clear Black,169000,KRW,"169,000원",DA1639-101
258,60380,Nike,(W) 나이키 덩크 로우 디스럽트 2 SE 미네랄 클레이,50,1,-6.34921,-12000,110000,177000,144000,177000,28000,18.7919,2,220,290,Mineral Clay/Sail/White Onyx,2022-05-11T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Disrupt 2 SE Mineral Clay,149000,KRW,"149,000원",DV1026-215
259,38282,Nike,(W) 나이키 덩크 하이 알루미늄,6102,110,55.9783,103000,265000,287000,279000,287000,158000,122.481,1186,220,290,White/Aluminum,2021-08-17T00:00:00Z,women,,KRW,,(W) Nike Dunk High Aluminum,129000,KRW,"129,000원",DD1869-107
260,38860,Nike,나이키 덩크 스크랩 아키오 브라운,504,31,53.0769,69000,129000,199000,144000,199000,70000,54.2636,382,230,320,Archeo Brown/Bicoastal-Sport Spice,2021-08-12T00:00:06Z,men,,KRW,,Nike Dunk Scrap Archeo Brown,129000,KRW,"129,000원",DB0500-200
261,39173,Nike,나이키 x 오프화이트 덩크 로우 더 50 - 로트 49,2417,53,2.17391,15000,660000,705000,698000,705000,487000,223.395,440,230,320,Sail/Neutral Grey,2021-08-10T00:00:00Z,men,217800,KRW,"217,800원",Nike x Off-White Dunk Low The 50 - Lot 49,22000,JPY,"¥22,000",DM1602-123
262,30614,Nike,나이키 x 슈프림 SB 덩크 로우 민 그린,842,64,0,0,1410000,1350000,1305000,1350000,1210200,865.665,171,230,320,White/Metallic Gold/Mean Green,2021-03-04T00:00:05Z,men,138400,KRW,"138,400원",Nike x Supreme SB Dunk Low Mean Green,110,USD,$110 ,DH3228-101
263,50478,Nike,나이키 x 도버 스트리트 마켓 덩크 로우 벨벳 블랙,368,3,-18.75,-60000,300000,260000,299000,260000,46300,21.6659,22,230,320,Black/Black/Black,2022-02-05T00:00:04Z,men,214500,KRW,"214,500원",Nike x DSM Dunk Low Velvet Black,135,GBP,￡135,DH2686-002
264,50928,Nike,(W) 나이키 덩크 로우 디스럽트 2 데저트 브론즈 핑크 프라임,487,16,1.7094,2000,140000,119000,100000,119000,-20400,-14.6341,95,220,290,Desert Bronze/Pink Prime,2022-02-04T00:00:00Z,women,138400,KRW,"138,400원",(W) Nike Dunk Low Disrupt 2 Desert Bronze Pink Prime,110,USD,$110 ,DH4402-200
265,47159,Nike,(GS) 나이키 덩크 하이 앤트러사이트,227,10,-15.9664,-19000,100000,100000,115000,100000,-29000,-22.4806,38,225(3.5Y),250(7Y),Anthracite/White/Black,2021-12-17T00:00:00Z,kids,,KRW,,(GS) Nike Dunk High Anthracite,129000,KRW,"129,000원",DH9751-001
266,43627,Nike,(W) 나이키 덩크 하이 넥스트 네이쳐 서밋 화이트,412,12,-45.3039,-82000,96000,99000,140000,99000,-60000,-37.7358,59,220,290,SUMMIT WHITE/BLACK-OIL GREEN-RATTAN,2021-11-20T00:00:00Z,women,,KRW,,(W) Nike Dunk High Next Nature Summit White,159000,KRW,"159,000원",DN9909-100
267,28415,Nike,(W) 나이키 덩크 로우 디스럽트 데저트 샌드,4173,81,48.9552,164000,244000,499000,249000,499000,380000,319.328,1040,215,290,SAIL/PEARL WHITE-DESERT SAND,2021-02-04T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Disrupt Desert Sand,119000,KRW,"119,000원",CK6654-103
268,26711,Nike,나이키 x 프레임 스케이트 SB 덩크 로우 프로 하비비,1559,189,0,0,1200000,1100000,994000,1100000,960100,686.276,531,220,320,Chile Red/White/Lucky Green/Black,2020-12-05T00:00:05Z,men,138400,KRW,"138,400원",Nike x Frame Skate SB Dunk Low Pro Habibi,110,USD,$110 ,CT2550-600
269,55890,Nike,(PS) 나이키 덩크 로우 아우라 클리어,174,5,-41.6107,-62000,89000,87000,82000,87000,,,40,165,220,Aura/Clear-Worn Blue-White,2022-03-25T00:00:00Z,kids,,KRW,,(PS) Nike Dunk Low Aura Clear,,,,DH9756-401
270,52009,Nike,(W) 나이키 덩크 로우 에센셜 그린 페이즐리,816,3,19.7605,66000,400000,400000,294000,400000,273600,216.456,46,220,290,WHITE/MALACHITE-WHITE-MALACHITE,2022-03-10T00:00:04Z,women,125800,KRW,"125,800원",(W) Nike Dunk Low Essential Green Paisley,100,USD,$100 ,DH4401-102
271,51978,Nike,나이키 M NRG 덩크 ‘85 티셔츠 세일 - 아시아,1055,11,-3.52941,-3000,90000,82000,84000,82000,37000,82.2222,302,XS,XXXL,Sail,2022-02-23T00:00:00Z,streetwear_men,,KRW,,Nike M NRG Dunk ’85 T-Shirt Sail - Asia,45000,KRW,"45,000원",DO6369-133
272,32239,Nike,(W) 나이키 덩크 로우 SE 캔디,1754,169,-26.7782,-64000,210000,175000,230000,175000,46000,35.6589,1512,220,290,White/Green Glow/Sunset Pulse,2021-04-02T00:00:00Z,women,,KRW,,(W) Nike Dunk Low SE Candy,129000,KRW,"129,000원",DD1872-100
273,28934,Nike,나이키 SB 덩크 하이 프로 바로크 브라운,512,17,-22.4806,-29000,100000,100000,120000,100000,-29000,-22.4806,335,230,320,Baroque Brown,2021-01-31T00:00:01Z,men,,KRW,,Nike SB Dunk High Pro Baroque Brown,129000,KRW,"129,000원",CV1624-200
274,24665,Nike,나이키 SB 덩크 로우 프로 트레일,697,57,15.1515,50000,331000,380000,340000,380000,261000,219.328,314,220,320,Black/Sunburst-Varsity Purple-Taxi,2020-11-11T00:00:00Z,men,,KRW,,Nike SB Dunk Low Pro Trail,119000,KRW,"119,000원",BQ6817-008
275,41548,Nike,나이키 x 건담 SB 덩크 하이 프로 QS 유니콘 RX-0,1008,45,-12.5,-50000,450000,350000,280000,350000,221500,172.374,184,230,320,WHITE/AMARILLO,2021-09-24T00:00:00Z,men,130600,KRW,"130,600원",Nike x Gundam SB Dunk High Pro QS Unicorn RX-0,13200,JPY,"¥13,200",DH7717-100
