,id,brand,name_korean,wish_count,review_count,change_percentage,change_value,highest_bid,last_sale_price,lowest_ask,market_price,pricepremium,pricepremium_percentage,total_sales,min_size,max_size,colorway,date_released,gender,local_price,local_price_currency,local_price_with_currency,name,original_price,original_price_currency,original_price_with_currency,style_code
0,28029,Nike,나이키 덩크 로우 레트로 블랙,94344,10732,2.5641,5000,300000,200000,192000,200000,71000,55.0388,175280,230,320,white/black,2021-01-14T00:00:00Z,men,,KRW,,Nike Dunk Low Retro Black,129000,KRW,"129,000원",DD1391-100
1,50694,Nike,나이키 덩크 로우 레트로 울프 그레이,48088,709,-6.89655,-16000,333000,216000,219000,216000,87000,67.4419,23429,240,320,Pure Platinum/White/Wolf Grey,2022-02-05T00:00:00Z,men,,KRW,,Nike Dunk Low Retro Wolf Grey,129000,KRW,"129,000원",DJ6188-001
2,43374,Nike,나이키 덩크 로우 레트로 프리미엄 할로윈,30361,1179,0.352113,1000,329000,285000,219000,285000,156000,120.93,19633,230,320,Sail/Starfish-Black,2022-01-18T00:00:00Z,men,,KRW,,Nike Dunk Low Retro PRM Halloween,129000,KRW,"129,000원",DD3357-100
3,28229,Nike,(GS) 나이키 덩크 로우 블랙,25589,1453,-1.57895,-3000,231000,187000,170000,187000,78000,71.5596,26823,225(3.5Y),250(7Y),white/black,2021-01-04T00:00:00Z,kids,,KRW,,(GS) Nike Dunk Low Black,109000,KRW,"109,000원",CW1590-100
4,59606,Nike,(W) 나이키 덩크 로우 라이트 스모크 그레이,8740,91,26.2172,70000,390000,337000,249000,337000,208000,161.24,1450,220,290,White/Light Smoke Grey-Black,2022-05-07T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Light Smoke Grey,129000,KRW,"129,000원",DD1503-117
5,28030,Nike,(W) 나이키 덩크 로우 블랙,51450,3900,-35.443,-112000,271000,204000,199000,204000,75000,58.1395,71905,220,290,white/black,2021-01-04T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Black,129000,KRW,"129,000원",DD1503-101
6,47887,Nike,나이키 덩크 로우 레트로 챔피언쉽 코트 퍼플,23254,813,69.4915,123000,284000,300000,170000,300000,171000,132.558,15219,240,320,White/Court Purple,2022-02-11T00:00:00Z,men,,KRW,,Nike Dunk Low Retro Championship Court Purple,129000,KRW,"129,000원",DD1391-104
7,54986,Nike,(W) 나이키 덩크 로우 로즈 위스퍼,9121,48,4.80349,11000,213000,240000,193000,240000,111000,86.0465,1037,220,290,White/Rose Whisper,2022-03-12T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Rose Whisper,129000,KRW,"129,000원",DD1503-118
8,61048,Nike,나이키 덩크 로우 레트로 레이서 블루 앤 화이트,8905,196,-7.04225,-10000,240000,132000,133000,132000,3000,2.32558,2241,225,320,Racer Blue/White,2022-05-17T00:00:00Z,men,,KRW,,Nike Dunk Low Retro Racer Blue and White,129000,KRW,"129,000원",DD1391-401
9,43774,Nike,(GS) 나이키 덩크 로우 프리미엄 할로윈,10395,223,20.1087,37000,219000,221000,184000,221000,112000,102.752,5644,225(3.5Y),250(7Y),Sail/Starfish-Black,2022-01-18T00:00:02Z,kids,,KRW,,(GS) Nike Dunk Low PRM Halloween,109000,KRW,"109,000원",DO3806-100
10,42390,Nike,나이키 x NBA 덩크 로우 레트로 EMB 블랙 앤 칠리 레드,21416,823,-25.8333,-62000,242000,178000,179000,178000,59000,49.5798,13185,240,320,SAIL/BLACK-BLACK-CHILE RED,2022-03-23T00:00:00Z,men,,KRW,,Nike x NBA Dunk Low Retro EMB Black and Chile Red,119000,KRW,"119,000원",DD3363-100
11,47184,Nike,(W) 나이키 덩크 로우 빈티지 미드나잇 네이비,23269,273,26.7647,91000,480000,431000,338000,431000,302000,234.109,6582,220,290,Midnight Navy/White,2021-12-18T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Vintage Midnight Navy,129000,KRW,"129,000원",DD1503-115
12,47877,Nike,(W) 나이키 덩크 로우 베니스,21380,202,-12.0968,-30000,239000,218000,196000,218000,89000,68.9922,8708,220,290,White/Venice,2022-01-03T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Venice,129000,KRW,"129,000원",DD1503-116
13,41637,Nike,(W) 나이키 덩크 로우 아키오 핑크,17661,443,-5.97484,-19000,300000,299000,244000,299000,180000,151.26,6048,220,290,White/Archeo Pink,2021-10-29T00:00:05Z,women,,KRW,,(W) Nike Dunk Low Archeo Pink,119000,KRW,"119,000원",DD1503-111
14,41193,Nike,나이키 덩크 로우 레트로 그레이 포그,28310,186,-14.5729,-58000,410000,340000,309000,340000,214200,170.27,8115,230,320,White/Grey Fog,2021-09-21T00:00:00Z,men,125800,KRW,"125,800원",Nike Dunk Low Retro Grey Fog,100,USD,$100 ,DD1391-103
15,57679,Nike,(W) 나이키 덩크 로우 이스터,1220,6,1.26582,2000,160000,160000,150000,160000,17000,11.8881,65,220,290,Football Grey/Atmosphere/Doll,2022-04-14T00:00:00Z,women,143000,KRW,"143,000원",(W) Nike Dunk Low Easter,90,GBP,￡90,DD1503-001
16,59561,Nike,나이키 덩크 로우 레트로 SE 넥스트 네이쳐 나이키 썬 클럽,9815,191,-0.70922,-1000,300000,140000,139000,140000,1000,0.719424,2632,225,320,Sail/Sanded Gold-Wheat Grass-Orange-Black,2022-05-06T00:00:00Z,men,,KRW,,Nike Dunk Low Retro SE Next Nature Nike Sun Club,139000,KRW,"139,000원",DV1681-100
17,55825,Nike,나이키 x 유니온 덩크 로우 패스포트 팩 아르곤,6457,341,-6.03774,-16000,358000,249000,249000,249000,60000,31.746,4092,230,320,Hyper Royal/Psychic Blue,2022-04-07T00:00:00Z,men,,KRW,,Nike x Union Dunk Low Passport Pack Argon,189000,KRW,"189,000원",DJ9649-400
18,45817,Nike,나이키 덩크 로우 레트로 프리미엄 바스트 그레이,8834,204,-0.78125,-1000,250000,127000,123000,127000,-2000,-1.55039,4177,230,320,Vast Grey/Summit White-Pearl White,2021-11-29T00:00:00Z,men,,KRW,,Nike Dunk Low Retro PRM Vast Grey,129000,KRW,"129,000원",DD8338-001
19,47867,Nike,(W) 나이키 덩크 로우 하베스트 문,9744,169,13.7931,24000,212000,198000,174000,198000,69000,53.4884,4975,220,290,Sail/Harvest Moon,2022-01-03T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Harvest Moon,129000,KRW,"129,000원",DD1503-114
20,48968,Nike,(W) 나이키 덩크 로우 빈티지 그린,17932,272,26.3736,96000,512000,460000,365000,460000,321000,230.935,5083,220,295,White/Vintage Green/Sail,2022-02-04T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Vintage Green,139000,KRW,"139,000원",DQ8580-100
21,38844,Nike,나이키 덩크 로우 SE 서울,14588,1072,-1.81159,-5000,403000,271000,243000,271000,142000,110.078,18210,240,320,Black/White-Red-Blue,2021-08-12T00:00:00Z,men,,KRW,,Nike Dunk Low SE Seoul,129000,KRW,"129,000원",DM7708-100
22,62449,Nike,나이키 x 나헌터스 SB 덩크 로우 프로 QS 블랙,570,8,5.26316,10000,190000,200000,186000,200000,51000,34.2282,103,225,320,Black/White,2022-05-24T00:00:00Z,men,,KRW,,Nike x Gnarhunters SB Dunk Low Pro QS Black,149000,KRW,"149,000원",DH7756-010
23,63204,Nike,(W) 나이키 덩크 로우 화이트 로얄 레드,237,3,-4.13793,-6000,200000,139000,139000,139000,0,0,35,220,290,White/Royal-University Red,2022-05-27T00:00:00Z,women,,KRW,,(W) Nike Dunk Low White Royal Red,139000,KRW,"139,000원",DD1503-119
24,58732,Nike,(W) 나이키 덩크 로우 SE 썬 클럽 샌디드 골드,2384,40,0,0,156000,135000,133000,135000,-4000,-2.8777,679,220,290,Sail/Sanded Gold/Light Madder Root,2022-04-22T00:00:00Z,women,,KRW,,(W) Nike Dunk Low SE Sun Club Sanded Gold,139000,KRW,"139,000원",DQ0265-100
25,59516,Nike,(W) 나이키 덩크 로우 SE 썬 클럽 번트 선라이즈,2830,42,0.680272,1000,210000,148000,142000,148000,9000,6.47482,1234,220,290,Sail/Burnt Sunrise/Black/Vivid Green,2022-04-29T00:00:00Z,women,,KRW,,(W) Nike Dunk Low SE Sun Club Burnt Sunrise,139000,KRW,"139,000원",DR5475-100
26,52893,Nike,(GS) 나이키 덩크 로우 울프 그레이,5128,24,-22.5926,-61000,268000,209000,211000,209000,102100,95.5098,1475,225(3.5Y),250(7Y),Pure Platinum/White/Wolf Grey,,kids,106900,KRW,"106,900원",(GS) Nike Dunk Low Wolf Grey,85,USD,$85 ,DH9765-001
27,56311,Nike,(W) 나이키 덩크 로우 디스럽트 2 화이트 라이트 본,5447,45,3.3557,5000,180000,154000,142000,154000,15000,10.7914,1448,220,290,White/Black/Light Bone/Sail,2022-04-01T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Disrupt 2 White Light Bone,139000,KRW,"139,000원",DH4402-101
28,59968,Nike,나이키 덩크 로우 레트로 발레리안 블루,1958,8,-12.6394,-34000,285000,235000,238000,235000,115200,96.1603,111,225,320,Valerian Blue/Valerian Blue,2022-04-30T00:00:00Z,men,119800,KRW,"119,800원",Nike Dunk Low Retro Valerian Blue,12100,JPY,"¥12,100",DD1391-400
29,47185,Nike,(W) 나이키 덩크 로우 넥스트 네이쳐 라이트 오우드 브라운,12972,136,3.80228,10000,245000,273000,204000,273000,144000,111.628,3694,220,290,White/Light Orewood Brown,2022-01-11T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Next Nature Light Orewood Brown,129000,KRW,"129,000원",DN1431-100
30,58198,Nike,(W) 나이키 덩크 로우 LX 바나나,3521,73,8,14000,235000,189000,164000,189000,40000,26.8456,884,220,290,Coconut Milk/Vivid Sulfur-Cacao Wow,2022-05-01T00:00:00Z,women,,KRW,,(W) Nike Dunk Low LX Banana,149000,KRW,"149,000원",DR5487-100
31,39142,Nike,나이키 x 오프화이트 덩크 로우 더 50 - 로트 18,10394,1243,2.00669,12000,1360000,610000,590000,610000,391000,178.539,9718,230,320,Sail/Neutral Grey,2021-08-09T00:00:00Z,men,,KRW,,Nike x Off-White Dunk Low The 50 - Lot 18,219000,KRW,"219,000원",DJ0950-112
32,55826,Nike,나이키 x 유니온 덩크 로우 패스포트 팩 코트 퍼플 화이트,1791,73,-16.7364,-80000,400000,398000,310000,398000,209000,110.582,582,230,320,Court Purple/White,2022-04-02T00:00:00Z,men,,KRW,,Nike x Union Dunk Low Passport Pack Court Purple White,189000,KRW,"189,000원",DJ9649-500
33,55713,Nike,(GS) 나이키 덩크 로우 SE 오프 느와르 서밋 화이트 메탈릭 퓨터,1988,26,0.757576,1000,150000,133000,128000,133000,24100,22.1304,1276,225(3.5Y),250(7Y),Off Noir/Summit White/Metallic Gold Star/Metallic Pewter,2022-03-19T00:00:00Z,kids,108900,KRW,"108,900원",(GS) Nike Dunk Low SE Off Noir Summit White Metallic Pewter,11000,JPY,"¥11,000",DH9764-001
34,40108,Nike,(W) 나이키 덩크 로우 라이트 본,25374,430,-25.3165,-100000,340000,295000,296000,295000,176000,147.899,12730,220,290,Sail/Light Bone-Cashmere,2021-08-27T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Light Bone,119000,KRW,"119,000원",DD1503-107
35,49915,Nike,(W) 나이키 덩크 로우 디스럽트 2 팬텀 유니버시티 블루,11340,189,-4.65116,-10000,280000,205000,200000,205000,66000,47.482,2561,220,290,Phantom/University Blue/Malachite,2022-01-27T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Disrupt 2 Phantom University Blue,139000,KRW,"139,000원",DH4402-001
36,60352,Nike,나이키 덩크 하이 레트로 노블 그린,4058,65,-3.33333,-5000,200000,145000,143000,145000,6000,4.31655,512,225,320,Noble Green/University Gold/White,2022-05-13T00:00:00Z,men,,KRW,,Nike Dunk High Retro Noble Green,139000,KRW,"139,000원",DD1399-300
37,50653,Nike,나이키 x 유니온 덩크 로우 패스포트 팩 피스타치오,2386,202,3.6,18000,630000,518000,475000,518000,329300,174.51,1125,230,320,Pistachio/Midnight Navy,2022-02-12T00:00:00Z,men,188700,KRW,"188,700원",Nike x Union Dunk Low Passport Pack Pistachio,150,USD,$150 ,DJ9649-401
38,39170,Nike,나이키 x 오프화이트 덩크 로우 더 50 - 로트 46,9005,1361,45.7082,213000,900000,679000,459000,679000,460000,210.046,7902,230,320,Sail/Neutral Grey,2021-08-16T00:00:00Z,men,,KRW,,Nike x Off-White Dunk Low The 50 - Lot 46,219000,KRW,"219,000원",DM1602-102
39,45504,Nike,나이키 SB 덩크 로우 프로 클로로필,3992,70,14.9306,43000,320000,331000,277000,331000,202000,156.589,1000,230,320,GREY/WHITE-CHLOROPHYLL-BLACK,2022-02-18T00:00:00Z,men,,KRW,,Nike SB Dunk Low Pro Chlorophyll,129000,KRW,"129,000원",BQ6817-011
40,47901,Nike,(W) 나이키 덩크 로우 넥스트 네이쳐 짐레드,11114,158,6.25,14000,316000,238000,211000,238000,109000,84.4961,4427,220,290,White/Gym Red,2021-12-23T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Next Nature Gym Red,129000,KRW,"129,000원",DN1431-101
41,59827,Nike,(GS) 나이키 덩크 로우 비비드 그린,1922,37,1.52672,2000,135000,133000,126000,133000,24000,22.0183,1296,225(3.5Y),250(7Y),CHLOROPHYLL/WHITE/VIVID GREEN,2022-05-06T00:00:00Z,kids,,KRW,,(GS) Nike Dunk Low Vivid Green,109000,KRW,"109,000원",DH9765-301
42,52868,Nike,나이키 덩크 로우 레트로 프리미엄 파슬 로즈,3960,129,-0.632911,-1000,217000,157000,159000,157000,18000,12.9496,2064,230,320,Phantom/Fossil Rose/Aura/Summit White,2022-03-30T00:00:00Z,men,,KRW,,Nike Dunk Low Retro PRM Fossil Rose,139000,KRW,"139,000원",DH7577-001
43,37186,Nike,나이키 덩크 하이 레트로 챔피언쉽 화이트,7410,108,1.13636,2000,210000,178000,160000,178000,39000,28.0576,1666,230,320,White/Black-Total Orange,2022-04-15T00:00:00Z,men,,KRW,,Nike Dunk High Retro Championship White,139000,KRW,"139,000원",DD1399-105
44,33799,Nike,나이키 덩크 로우 레트로 유니버시티 블루,19656,853,4.65116,20000,450000,450000,434000,450000,331000,278.151,8189,240,320,White/University Blue-White,2021-04-28T00:00:00Z,men,,KRW,,Nike Dunk Low Retro University Blue,119000,KRW,"119,000원",DD1391-102
45,25283,Nike,나이키 SB 덩크 로우 프로 시카고,9796,1098,-2.94118,-20000,760000,660000,600000,660000,541000,454.622,4147,220,320,Varsity Red/White-Varsity Red-Black,2020-08-21T00:00:00Z,men,,KRW,,Nike SB Dunk Low Pro Chicago,119000,KRW,"119,000원",BQ6817-600
46,37502,Nike,나이키 x 파라 SB 덩크 로우 프로 앱스트랙트 아트,2770,202,1.15942,4000,450000,349000,345000,349000,220000,170.543,2294,230,320,FIRE PINK/GYM RED-MOCHA-WHITE-ROYAL BLUE-BLACK,2021-07-31T00:00:00Z,men,,KRW,,Nike x Parra SB Dunk Low Pro Abstract Art,129000,KRW,"129,000원",DH7695-600
47,32656,Nike,나이키 덩크 로우 레트로 바시티 메이즈,12153,867,23.0769,60000,310000,320000,260000,320000,201000,168.908,7100,225,320,Varsity Maize/Midnight Navy,2021-04-26T00:00:00Z,men,,KRW,,Nike Dunk Low Retro Varsity Maize,119000,KRW,"119,000원",DD1391-700
48,28071,Nike,나이키 SB 덩크 로우 프로 코트 퍼플,6242,366,-0.25,-1000,355000,399000,360000,399000,280000,235.294,2335,230,320,Court Purple/White-Court Purple-Black,2021-01-31T00:00:00Z,men,,KRW,,Nike SB Dunk Low Pro Court Purple,119000,KRW,"119,000원",BQ6817-500
49,47875,Nike,(W) 나이키 덩크 로우 에센셜 블루 페이즐리,8771,86,0.458716,1000,364000,219000,206000,219000,90000,69.7674,2612,220,290,Blue,2021-12-29T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Essential Blue Paisley,129000,KRW,"129,000원",DH4401-101
50,56867,Nike,(GS) 나이키 덩크 로우 아우라 클리어,3475,44,1.06383,2000,180000,190000,164000,190000,81000,74.3119,918,225(3.5Y),250(7Y),Aura/Clear-Worn Blue-White,2022-04-07T00:00:00Z,kids,,KRW,,(GS) Nike Dunk Low Aura Clear,109000,KRW,"109,000원",DH9765-401
51,56277,Nike,(W) 나이키 덩크 로우 디스럽트 2 화이트 앤 유니버시티 블루,4307,98,-0.694444,-1000,175000,143000,130000,143000,4000,2.8777,1087,220,290,Hyper Royal/University Blue-White,2022-04-19T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Disrupt 2 White and University Blue,139000,KRW,"139,000원",DH4402-102
52,49925,Nike,(PS) 나이키 덩크 로우 울프 그레이,3847,81,0,0,160000,168000,85000,168000,83000,97.6471,2546,165,220,Pure Platinum/White/Wolf Grey,2022-01-22T00:00:00Z,kids,,KRW,,(PS) Nike Dunk Low Wolf Grey,85000,KRW,"85,000원",DH9756-001
53,47876,Nike,(W) 나이키 덩크 로우 에센셜 블랙 페이즐리,11215,184,0.5,1000,365000,201000,202000,201000,72000,55.814,5665,220,290,Black,2021-12-29T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Essential Black Paisley,129000,KRW,"129,000원",DH4401-100
54,62202,Nike,나이키 덩크 로우 레트로 프리미엄 그래피티,366,6,-3.57143,-5000,160000,135000,135000,135000,-4000,-2.8777,50,225,320,Black/Black/Summit White/Red Orbit,2022-05-26T00:00:01Z,men,,KRW,,Nike Dunk Low Retro PRM Graffiti,139000,KRW,"139,000원",DM0108-002
55,42331,Nike,나이키 x NBA 덩크 로우 레트로 EMB 네츠,7444,157,10.2362,26000,251000,280000,239000,280000,161000,135.294,2784,240,320,Blue Void/Grey Fog/White,2021-10-08T00:00:00Z,men,,KRW,,Nike x NBA Dunk Low Retro EMB Nets,119000,KRW,"119,000원",DD3363-001
56,56267,Nike,나이키 SB 덩크 로우 프로 프리미엄 페이즐리,1121,58,-2.5,-5000,223000,195000,192000,195000,56000,40.2878,828,230,320,BROWN/MULI-COLOR-WHITE-GUM,2022-04-11T00:00:00Z,men,,KRW,,Nike SB Dunk Low Pro PRM Paisley,139000,KRW,"139,000원",DH7534-200
57,37950,Nike,나이키 x 앰부쉬 덩크 하이 플래쉬 라임,3070,417,1.81818,4000,239000,224000,215000,224000,5000,2.28311,4380,225,320,Atomic Green/Flash Lime-Black,2021-07-30T00:00:00Z,men,,KRW,,Nike x Ambush Dunk High Flash Lime,219000,KRW,"219,000원",CU7544-300
58,36465,Nike,(W) 나이키 덩크 로우 트리플 화이트,14873,151,0,0,250000,170000,158000,170000,41000,31.7829,7196,220,290,White/White/White,2021-06-16T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Triple White,129000,KRW,"129,000원",DD1503-109
59,56186,Nike,나이키 덩크 하이 레트로 챔피언쉽 블루,2673,37,-2.0979,-3000,200000,140000,135000,140000,1000,0.719424,422,230,320,Laser Blue/Laser Blue/White,2022-03-01T00:00:00Z,men,,KRW,,Nike Dunk High Retro Championship Blue,139000,KRW,"139,000원",DD1399-400
60,59605,Nike,나이키 덩크 로우 레트로 비비드 그린,442,7,2.32558,3000,130000,132000,129000,132000,6200,4.92846,76,225,320,CHLOROPHYLL/WHITE-VIVID GREEN,2022-05-23T00:00:00Z,men,125800,KRW,"125,800원",Nike Dunk Low Retro Vivid Green,100,USD,$100 ,DJ6188-300
61,30613,Nike,나이키 x 슈프림 SB 덩크 로우 바크루트 브라운,638,76,7.78443,65000,950000,900000,890000,900000,761600,550.289,193,230,320,White/Metallic Gold/Barkroot Brown,2021-03-04T00:00:05Z,men,138400,KRW,"138,400원",Nike x Supreme SB Dunk Low Barkroot Brown,110,USD,$110 ,DH3228-103
62,42968,Nike,(GS) 나이키 덩크 로우 핑크 벨벳,6614,39,12.5,50000,380000,450000,394000,450000,330500,276.569,435,225(3.5Y),250(7Y),Pink Glaze/White/Pomegranate/Pink Glaze,,kids,119500,KRW,"119,500원",(GS) Nike Dunk Low Pink Velvet,95,USD,$95 ,DO6485-600
63,54007,Nike,(W) 나이키 덩크 로우 에센셜 오렌지 페이즐리,2692,76,-6.34146,-13000,430000,192000,180000,192000,63000,48.8372,1322,220,290,Orange,2022-03-11T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Essential Orange Paisley,129000,KRW,"129,000원",DH4401-103
64,43887,Nike,(PS) 나이키 덩크 로우 프리미엄 할로윈,1705,90,20.5882,28000,145000,164000,127000,164000,79000,92.9412,1176,165,220,Sail/Starfish-Black,2022-01-18T00:00:02Z,kids,,KRW,,(PS) Nike Dunk Low PRM Halloween,85000,KRW,"85,000원",DM0088-100
65,57619,Nike,나이키 덩크 로우 레트로 SE 바버샵 그레이,1400,126,0,0,139000,127000,125000,127000,-12000,-8.63309,986,225,320,Iris Whisper/White-Chill Red,2022-04-20T00:00:00Z,men,,KRW,,Nike Dunk Low Retro SE Barber Shop Grey,139000,KRW,"139,000원",DH7614-500
66,39446,Nike,(W) 나이키 덩크 로우 넥스트 네이쳐 세일,15426,172,-3.22581,-6000,200000,180000,181000,180000,61000,51.2605,6020,220,290,Sail/White,2021-08-19T00:00:01Z,women,,KRW,,(W) Nike Dunk Low Next Nature Sail,119000,KRW,"119,000원",DD1873-101
67,25831,Nike,나이키 x 오프화이트 에어 러버 덩크 유니버시티 골드,3420,633,8.8,22000,310000,272000,280000,272000,43000,18.7773,4148,225,320,University Gold/University Gold-Black,2020-10-01T00:00:00Z,men,,KRW,,Nike x Off-White Air Rubber Dunk University Gold,229000,KRW,"229,000원",CU6015-700
68,59035,Nike,나이키 x KCDC SB 덩크 하이 프로 QS 엘리멘탈 핑크,735,16,8.10811,15000,230000,200000,169000,200000,41000,25.7862,89,225,320,Elemental Pink/Black,2022-04-29T00:00:00Z,men,,KRW,,Nike x KCDC SB Dunk High Pro QS Elemental Pink,159000,KRW,"159,000원",DH7742-600
69,45694,Nike,나이키 덩크 하이 레트로 챔피언쉽 화이트 앤 레드,5723,190,-5.40541,-8000,229000,140000,139000,140000,11000,8.52713,2094,230,320,WHITE/UNIVERSITY RED,2022-02-28T00:00:00Z,men,,KRW,,Nike Dunk High Retro Championship White and Red,129000,KRW,"129,000원",DD1399-106
70,33742,Nike,(W) 나이키 덩크 로우 SE 플립,4177,651,-29.1667,-105000,340000,255000,250000,255000,116000,83.4532,6785,220,290,White/Varsity Purple-Varsity Maize-Black,2021-05-01T00:00:01Z,women,,KRW,,(W) Nike Dunk Low SE Flip,139000,KRW,"139,000원",DJ4636-100
71,37596,Nike,(GS) 나이키 덩크 로우 브라이트 크림슨 게임 로얄,3445,87,14.3885,20000,150000,159000,139000,159000,60000,60.6061,1519,225(3.5Y),250(7Y),WHITE/BRIGHT CRIMSON-GAME ROYAL-BLACK,2021-08-12T00:00:04Z,kids,,KRW,,(GS) Nike Dunk Low Bright Crimson Game Royal,99000,KRW,"99,000원",CW1590-104
72,42553,Nike,나이키 덩크 로우 레트로 챔피언쉽 골든로드,11314,521,-13.4831,-24000,300000,154000,153000,154000,35000,29.4118,7619,240,320,BLACK/GOLDENROD-WHITE,2021-10-16T00:00:00Z,men,,KRW,,Nike Dunk Low Retro Championship Goldenrod,119000,KRW,"119,000원",DD1391-004
73,42196,Nike,(W) 나이키 덩크 로우 펄 화이트,6695,123,1.36986,2000,150000,148000,139000,148000,29000,24.3697,5046,220,290,White/Pearl White,2021-09-25T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Pearl White,119000,KRW,"119,000원",DD1503-110
74,41949,Nike,(GS) 나이키 x NBA 덩크 로우 블랙 앤 칠리 레드,7575,305,0.571429,1000,170000,176000,160000,176000,77000,77.7778,5200,225(3.5Y),250(7Y),Sail/Black/Black/Chile Red,2021-10-08T00:00:00Z,kids,,KRW,,(GS) Nike x NBA Dunk Low Black and Chile Red,99000,KRW,"99,000원",DO6288-100
75,39445,Nike,(W) 나이키 덩크 로우 넥스트 네이쳐 페일 코랄,13803,211,0.574713,1000,213000,175000,170000,175000,56000,47.0588,5574,220,290,Pale Coral/White,2021-08-19T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Next Nature Pale Coral,119000,KRW,"119,000원",DD1873-100
76,47119,Nike,나이키 덩크 로우 프리미엄 시엠프레 파밀리아,2071,142,-10.7914,-15000,200000,124000,132000,124000,-15000,-10.7914,2344,230,320,Carbon Green/Rift Blue-Sail,2022-01-07T00:00:00Z,men,,KRW,,Nike Dunk Low Premium Siempre Familia,139000,KRW,"139,000원",DO2160-335
77,28230,Nike,(PS) 나이키 덩크 로우 블랙,5123,506,-37.931,-55000,140000,90000,87000,90000,5000,5.88235,7675,165,220,white/black,2021-01-04T00:00:00Z,kids,,KRW,,(PS) Nike Dunk Low Black,85000,KRW,"85,000원",CW1588-100
78,55156,Nike,(W) 나이키 덩크 로우 넥스트 네이쳐 화이트 민트,1768,7,3.33333,7000,185000,217000,199000,217000,108100,99.2654,91,220,290,White/Mint,2022-03-11T00:00:00Z,women,108900,KRW,"108,900원",(W) Nike Dunk Low Next Nature White Mint,11000,JPY,"¥11,000",DN1431-102
79,62114,Nike,나이키 덩크 하이 레트로 SE 빈티지 라이트 본 그레이,419,6,7.84314,12000,175000,165000,151000,165000,6000,3.77358,26,225,320,LIGHT BONE/TUMBLED GREY,2022-05-24T00:00:00Z,men,,KRW,,Nike Dunk High Retro SE VNTG Light Bone Grey,159000,KRW,"159,000원",DM0582-001
80,58181,Nike,(W) 나이키 덩크 로우 에센셜 발레이 페이즐리,1286,53,4.95868,6000,200000,127000,120000,127000,-2000,-1.55039,571,220,290,WHITE/BARLEY-WHITE,2022-05-07T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Essential Barley Paisley,129000,KRW,"129,000원",DH4401-104
81,34573,Nike,나이키 x 앰부쉬 덩크 하이 딥 로얄 블루,12438,1392,3.52697,17000,495000,499000,400000,499000,280000,127.854,9199,225,320,Deep Royal Blue/White-Pale Ivory-Black,2021-05-18T00:00:00Z,men,,KRW,,Nike x Ambush Dunk High Deep Royal Blue,219000,KRW,"219,000원",CU7544-400
82,28065,Nike,(W) 나이키 덩크 로우 코스트,20493,1804,-6,-24000,470000,376000,345000,376000,257000,215.966,11757,220,290,sail/coast/university gold,2021-01-04T00:00:00Z,women,,KRW,,(W) Nike Dunk Low Coast,119000,KRW,"119,000원",DD1503-100
83,32655,Nike,나이키 덩크 로우 레트로 바시티 그린,27733,1320,10.9474,52000,600000,527000,489000,527000,408000,342.857,11173,230,320,White/Team Green/Orange,2021-04-28T00:00:01Z,men,,KRW,,Nike Dunk Low Retro Varsity Green,119000,KRW,"119,000원",DD1391-101
84,25586,Nike,나이키 x 카시나 덩크 로우 80's 버스,13125,2315,5.63883,79000,1417000,1480000,1300000,1480000,1351000,1047.29,7318,230,300,Sail/University Gold-Industrial Blue,2020-09-25T00:00:00Z,men,,KRW,,Nike x Kasina Dunk Low 80's Bus,129000,KRW,"129,000원",CZ6501-100
85,25585,Nike,나이키 x 카시나 덩크 로우 로드 사인 - 카시나 한정,5007,676,4.21053,40000,1200000,990000,990000,990000,861000,667.442,2849,230,300,Sail/White-Neptune Green-Industrial Blue,2020-09-18T00:00:00Z,men,,KRW,,Nike x Kasina Dunk Low Road Sign - Kasina Exclusive,129000,KRW,"129,000원",CZ6501-101
86,26228,Nike,나이키 SB 덩크 로우 프로 클리어 제이드,2899,660,0.980392,5000,500000,515000,440000,515000,396000,332.773,2785,220,320,Medium Grey/Black-White-Clear Jade,2020-11-11T00:00:00Z,men,,KRW,,Nike SB Dunk Low Pro Clear Jade,119000,KRW,"119,000원",BQ6817-009
